"Table 210-06304 : Employed persons by educational attainment, age and sex",,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,,
Age group,,,15 - 24,15 - 24,15 - 24,15 - 24,15 - 24,15 - 24,25 - 39,25 - 39,25 - 39,25 - 39,25 - 39,25 - 39,40 and over,40 and over,40 and over,40 and over,40 and over,40 and over,15 and over,15 and over,15 and over,15 and over,15 and over,15 and over
Sex,,,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes,Male,Male,Female,Female,Both sexes,Both sexes
 , , ,Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1),Employed persons (1)
,,,No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%),No. ('000),Percentage share (%)
Year,Quarter,Educational attainment (2),,,,,,,,,,,,,,,,,,,,,,,,
1989,,          Post-secondary - diploma/certificate (7),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
1989,,          Post-secondary - sub-degree (8),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
1989,,     Post-secondary - degree (9),6.5,2.5,6.7,2.7,13.1,2.6,60.0,7.5,29.8,6.2,89.8,7.0,47.9,7.2,11.4,4.3,59.3,6.4,114.4,6.6,47.8,4.8,162.2,6.0
1989,,Overall,260.8,100.0,248.3,100.0,509.0,100.0,801.4,100.0,480.4,100.0,1281.8,100.0,669.3,100.0,262.9,100.0,932.3,100.0,1731.5,100.0,991.6,100.0,2723.1,100.0
1990,,Primary and below,15.9,6.4,10.2,4.5,26.1,5.5,190.3,23.9,101.0,20.4,291.3,22.5,356.1,52.4,167.5,63.8,523.6,55.6,562.4,32.6,278.6,28.2,841.0,31.0
1990,,Secondary,207.2,83.5,186.4,81.5,393.6,82.6,479.2,60.1,306.5,61.8,785.7,60.8,247.8,36.5,69.9,26.6,317.7,33.7,934.2,54.2,562.7,57.0,1497.0,55.2
1990,,     Lower secondary (3),90.2,36.4,35.5,15.5,125.7,26.4,178.2,22.3,62.3,12.6,240.6,18.6,98.4,14.5,23.0,8.8,121.4,12.9,366.8,21.3,120.8,12.2,487.7,18.0
1990,,     Upper secondary (4),117.0,47.2,150.9,66.0,267.9,56.2,301.0,37.7,244.2,49.3,545.1,42.2,149.4,22.0,46.9,17.9,196.3,20.8,567.4,32.9,441.9,44.8,1009.3,37.2
1990,,Post-secondary (5),24.9,10.0,32.1,14.1,57.0,12.0,128.0,16.0,88.1,17.8,216.1,16.7,75.3,11.1,25.2,9.6,100.5,10.7,228.1,13.2,145.5,14.7,373.6,13.8
1990,,     Post-secondary - non-degree (6),17.8,7.2,25.9,11.3,43.7,9.2,62.6,7.9,53.1,10.7,115.7,8.9,24.8,3.7,13.3,5.1,38.2,4.1,105.3,6.1,92.2,9.3,197.5,7.3
1990,,          Post-secondary - diploma/certificate (7),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
1990,,          Post-secondary - sub-degree (8),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
1990,,     Post-secondary - degree (9),7.1,2.9,6.3,2.7,13.4,2.8,65.3,8.2,35.0,7.1,100.3,7.8,50.4,7.4,11.9,4.5,62.3,6.6,122.8,7.1,53.2,5.4,176.0,6.5
1990,,Overall,248.0,100.0,228.8,100.0,476.8,100.0,797.5,100.0,495.5,100.0,1293.0,100.0,679.2,100.0,262.6,100.0,941.7,100.0,1724.7,100.0,986.9,100.0,2711.5,100.0
1991,,Primary and below,13.9,6.0,8.7,3.9,22.6,4.9,178.2,22.5,100.0,18.9,278.2,21.1,351.3,50.4,164.5,59.1,515.8,52.9,543.4,31.6,273.1,26.5,816.6,29.7
1991,,Secondary,194.7,83.7,179.4,79.8,374.2,81.8,482.6,60.9,334.4,63.3,817.0,61.9,271.9,39.0,84.8,30.5,356.7,36.6,949.2,55.1,598.7,58.0,1547.9,56.2
1991,,     Lower secondary (3),81.2,34.9,35.9,15.9,117.1,25.6,172.9,21.8,64.2,12.2,237.1,18.0,106.3,15.2,29.4,10.6,135.8,13.9,360.5,20.9,129.5,12.6,490.0,17.8
1991,,     Upper secondary (4),113.5,48.8,143.6,63.8,257.1,56.2,309.7,39.1,270.2,51.2,579.9,43.9,165.6,23.7,55.3,19.9,220.9,22.6,588.7,34.2,469.2,45.5,1057.9,38.4
1991,,Post-secondary (5),24.1,10.3,36.8,16.4,60.9,13.3,131.4,16.6,93.7,17.8,225.1,17.1,74.2,10.6,29.1,10.4,103.2,10.6,229.7,13.3,159.6,15.5,389.3,14.1
1991,,     Post-secondary - non-degree (6),16.4,7.0,29.1,13.0,45.5,9.9,64.7,8.2,55.8,10.6,120.5,9.1,25.2,3.6,16.2,5.8,41.4,4.2,106.3,6.2,101.2,9.8,207.4,7.5
1991,,          Post-secondary - diploma/certificate (7),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
1991,,          Post-secondary - sub-degree (8),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
1991,,     Post-secondary - degree (9),7.7,3.3,7.7,3.4,15.4,3.4,66.7,8.4,37.9,7.2,104.7,7.9,49.0,7.0,12.8,4.6,61.8,6.3,123.4,7.2,58.4,5.7,181.8,6.6
1991,,Overall,232.7,100.0,224.9,100.0,457.7,100.0,792.2,100.0,528.1,100.0,1320.3,100.0,697.3,100.0,278.3,100.0,975.7,100.0,1722.3,100.0,1031.4,100.0,2753.7,100.0
1992,,Primary and below,13.6,6.1,7.2,3.4,20.8,4.8,165.9,20.7,82.5,15.8,248.4,18.8,351.7,49.7,154.2,56.3,505.9,51.5,531.1,30.7,243.9,24.2,775.0,28.3
1992,,Secondary,181.3,81.4,166.6,79.1,347.8,80.3,496.4,62.0,336.1,64.3,832.5,62.9,278.5,39.3,88.1,32.2,366.6,37.3,956.1,55.2,590.8,58.7,1546.9,56.5
1992,,     Lower secondary (3),77.2,34.6,29.4,14.0,106.5,24.6,179.1,22.4,62.9,12.0,241.9,18.3,113.5,16.0,29.9,10.9,143.4,14.6,369.7,21.4,122.1,12.1,491.8,18.0
1992,,     Upper secondary (4),104.1,46.7,137.2,65.2,241.3,55.7,317.4,39.7,273.2,52.3,590.6,44.7,165.0,23.3,58.3,21.3,223.2,22.7,586.4,33.9,468.7,46.5,1055.1,38.5
1992,,Post-secondary (5),27.9,12.5,36.8,17.5,64.6,14.9,138.1,17.3,103.7,19.9,241.8,18.3,77.5,11.0,31.7,11.6,109.2,11.1,243.5,14.1,172.2,17.1,415.6,15.2
1992,,     Post-secondary - non-degree (6),19.0,8.6,28.3,13.4,47.4,10.9,67.0,8.4,63.7,12.2,130.6,9.9,28.9,4.1,19.5,7.1,48.4,4.9,114.9,6.6,111.5,11.1,226.3,8.3
1992,,          Post-secondary - diploma/certificate (7),N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.
