Year,Quater,Educational attainment,Both sexes:No. ('000),Both sexes:Percentage share (%),Female:No. ('000),Female:Percentage share (%),Male:No. ('000),Male:Percentage share (%),total_female,total_male
2020,Q3,Secondary,3494.3,47.86643639246901,1790.0,48.313820751938394,1704.2,47.4026090130481,3704.9439935428486,3595.16076326284
2020,Q3,     Lower secondary (3),925.2,12.67898221900545,395.0,10.690441732319062,530.2,14.718675633209532,3694.889415147799,3602.226268263685
2020,Q3,     Upper secondary (4),2569.0,35.20257319686307,1395.0,37.698049746012856,1174.0,32.635539788458864,3700.4566798513033,3597.3052923585165
2020,Q3,Post-secondary (5),3194.0,43.734349972568474,1567.9,42.305109936372645,1626.1,45.206963524348886,3706.1716713610695,3597.01221499685
2020,Q3,     Post-secondary - non-degree (6),762.7,10.451615814783363,378.3,10.222261691006013,384.5,10.6903857868944,3700.746580698914,3596.689658023079
2020,Q3,          Post-secondary - diploma/certificate (7),291.4,3.9934793443688505,159.6,4.304420578615311,131.8,3.672251275943868,3707.8161179905364,3589.0790170975934
2020,Q3,          Post-secondary - sub-degree (8),471.3,6.463605038330157,218.7,5.920555800752938,252.6,7.0211786197727095,3693.9099530518256,3597.686566307256
2020,Q3,     Post-secondary - degree (9),2431.4,33.28162226038182,1189.6999999999998,32.09689671143342,1241.8,34.50456154159405,3706.588866506244,3598.944442470463
2020,Q4,Primary and below,605.2,8.192404877605167,342.0,9.238119094451811,262.1,7.11208235776665,3702.052295530557,3685.2779089907103
2020,Q4,Secondary,3531.9,48.29272809450422,1801.6,48.66990351380506,1730.3000000000002,47.90617305377017,3701.671607976338,3611.851854786859
2020,Q4,     Lower secondary (3),918.5,12.594036153876928,395.8,10.726978281042253,522.6,14.503081149704775,3689.762294937203,3603.3722393578287
2020,Q4,     Upper secondary (4),2613.4,35.7200527139603,1405.7,37.98019826764184,1207.8000000000002,33.40894554226453,3701.139183356029,3615.1994036209644
2020,Q4,Post-secondary (5),3176.8,43.43928004892469,1559.2,42.097645619157426,1617.6,44.815982209253576,3703.7700732851745,3609.4266381291063
2020,Q4,     Post-secondary - non-degree (6),754.8,10.334477111320119,372.2,10.064740564010354,382.6,10.61112675486285,3698.0585603062455,3605.649134524406
2020,Q4,          Post-secondary - diploma/certificate (7),305.5,4.179074695088188,162.29999999999998,4.380409242345534,143.4,3.977701126651476,3705.133265427383,3605.097402597403
2020,Q4,          Post-secondary - sub-degree (8),449.4,6.158048075870841,210.0,5.690337652816418,239.4,6.636541500651809,3690.466415399111,3607.3005793226384
2020,Q4,     Post-secondary - degree (9),2421.8,33.132268148049704,1187.0,32.08600983583979,1234.8,34.204428251561296,3699.4316403722205,3610.058881611729
2021,Q1,Primary and below,575.0,7.873192140266165,333.4,9.029029780705319,240.60000000000002,6.6634727648469685,3692.5340606635573,3610.7298474945533
